sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,Content_MasteryE,ProgressE,Closing_GapE,ReadinessE,CCRPIScoreE,Third_Grade_Reading,Fifth_Grade_Reading,Content_MasteryM,ProgressM,Closing_GapM,ReadinessM,CCRPIScoreM,Eighth_Grade_Reading,Content_MasteryH,ProgressH,Closing_GapH,ReadinessH,Graduation_RateH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
6782550,678,Jackson County,Maysville Elementary School,2550,E,(706)652-2241,9270 Highway 82 Spur,Maysville,GA,30558,325,K-5,,C,74.3,1,0,6,20,4,68,51.099998,14,16,56.1,82.60000000000000,88.90000000000000,76,74.3,29.8,54.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,41.40000000000000,21,5.100000000000000,21,42,32.5,4.5,21.8,38.2,30.9,9.1,16.4,60,18.2,5.5,,,,,,,,,,,,,,,,,,,5,19.4,
6783050,678,Jackson County,North Jackson Elementary School,3050,E,(706)693-2246,1880 Old Gainesville Hwy,Talmo,GA,30575,315,K-5,,B,85.60000000000000,3,1,6,19,4,67,30.200001,14,15,74.3,90.8,100,82.7,85.60000000000000,53.6,71.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,42.90000000000000,37,7.800000000000000,11.7,35.1,40.3,13,12.7,25.5,47.3,14.5,3.6,58.2,32.7,5.5,,,,,,,,,,,,,,,,,,,5,19.9,
6784050,678,Jackson County,South Jackson Elementary School,4050,E,(706)208-3552,1630 New Kings Bridge Rd,Athens,GA,30607,544,K-5,,C,78.30000000000000,1,0,7,19,5,69,39.5,15,14,63.9,94.60000000000000,68.2,78.7,78.3,48.8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,32.8,31.4,9.200000000000000,21,33.2,35.1,10.7,28.6,30.6,31.6,9.200000000000000,17.3,46.90000000000000,29.6,6.100000000000000,,,,,,,,,,,,,,,,,,,5,17.5,
6811050,681,Jefferson County,Carver Elementary School,1050,E,(478)252-5762,104 Bedingfield Street,Wadley,GA,30477,182,K-5,,D,61.5,1,0,90,5,1,4,65.900002,9,5,54.2,54.9,70.8,77.2,61.5,32.4,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,48.90000000000000,15.6,5.600000000000000,14.4,45.6,34.4,5.600000000000000,46.7,40,10,3.3,10,73.3,10,6.7,,,,,,,,,,,,,,,,,,,5,10.4,
6811550,681,Jefferson County,Louisville Academy,1550,E,(478)625-7794,431 W. 9th Street,Louisville,GA,30434,439,K-5,,F,47.90000000000000,1,0,75,5,1,18,62.599998,14,2,33.6,64.40000000000000,9.4,69.3,47.9,10.6,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.40000000000000,35.6,12.8,3.2,42,42.5,14.2,1.4,66.2,20.8,13,0,53.2,40.3,6.5,0,,,,,,,,,,,,,,,,,,,5,9,
6813550,681,Jefferson County,Wrens Elementary School,3550,E,(706)547-2063,1711 Hwy 17 N,Wrens,GA,30833,494,K-5,,D,65.90000000000000,0,0,55,10,3,32,65.800003,14,5,44.7,90.10000000000000,45,71,65.90000000000000,32.9,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90000000000000,36.1,16.5,3.5,28.4,40.6,27.5,3.5,52,26.7,14.7,6.7,38.7,46.7,9.300000000000000,5.300000000000000,,,,,,,,,,,,,,,,,,,5,15.4,
6821050,682,Jenkins County,Jenkins County Elementary School,1050,E,(478)982-5503,220 Landrum Dr,Millen,GA,30442,532,K-5,,D,69.60000000000000,0,0,51,9,3,37,63,11,9,57.4,91.60000000000000,80,41.5,69.60000000000000,47,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,35.6,29.9,5.7,11.7,46.6,32.2,9.5,48.40000000000000,33.3,16.1,2.2,33.3,49.5,10.8,6.5,,,,,,,,,,,,,,,,,,,3,15.5,
6841550,684,Jones County,Gray Elementary School,1550,E,(478)986-6295,365 Hwy 18 East,Gray,GA,31032,540,K-5,,C,73.7,1,0,31,2,6,61,32.799999,13,1,61.8,90.5,50,79.8,73.7,49.40000000000000,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,43.1,24.8,9.9,14.6,48.2,29.6,7.7,25.6,36.7,30,7.800000000000000,28.9,40,22.2,8.9,,,,,,,,,,,,,,,,,,,5,8.300000000000000,
6863050,686,Lanier County,Lanier County Primary School,3050,E,(229)482-3580,28 S Valdosta Rd,Lakeland,GA,31635,387,K-2,,F,56.5,1,1,19,6,5,68,46.5,12,2,70.7,,0,77.60000000000000,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,41.7,25.2,12.6,7.100000000000000,42.5,40.90000000000000,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,19.7,
6872054,687,Laurens County,West Laurens Middle School,2054,M,(478)272-8452,332 W Laurens School Rd,Dublin,GA,31021,965,6-8,,C,79.40000000000000,2,0,23,4,2,69,31.9,11,2,,,,,,,,69.5,89.5,68.8,84.7,79.40000000000000,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,34.2,38.3,6.600000000000000,13.8,36.2,35.1,14.9,25.5,30.1,33.1,11.3,15.2,41.1,34.1,9.600000000000000,,,5,9.300000000000000,
6921050,692,Lowndes County,Clyattville Elementary School,1050,E,(229)559-7062,5386 Madison Hwy,Valdosta,GA,31601,623,K-5,,C,77.80000000000000,0,0,21,22,6,51,55.200001,19,14,76.5,77.3,75,82.90000000000000,77.8,64.7,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,37,40.1,9.4,5.100000000000000,30,50.8,14.1,22.1,34.6,33.7,9.600000000000000,11.5,51,28.8,8.700000000000000,,,,,,,,,,,,,,,,,,,5,16.2,
6921052,692,Lowndes County,Lowndes Middle School,1052,M,(229)245-2280,2379 Copeland Rd,Valdosta,GA,31601,836,6-8,,B,82.10000000000000,1,0,23,13,3,61,38.400002,16,5,,,,,,,,69.3,87.40000000000000,94.60000000000000,82.60000000000000,82.10000000000000,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,38.40000000000000,36.6,4.600000000000000,10.7,36.6,42.90000000000000,9.9,20.4,33.7,33,13,13.3,44.8,32.2,9.600000000000000,,,4,13.3,
6923050,692,Lowndes County,Hahira Middle School,3050,M,(229)794-2838,101 S Nelson St,Hahira,GA,31632,901,6-8,,C,79.5,2,0,16,5,3,73,18.200001,10,2,,,,,,,,80.90000000000000,83.7,53.9,89.40000000000000,79.5,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,30.2,46.1,9.5,9.200000000000000,29.8,42.8,18.1,12,21.8,42.3,23.9,10.9,37.7,37.7,13.7,,,5,11.9,
6924050,692,Lowndes County,Lake Park Elementary School,4050,E,(229)559-5153,604 W Marion Ave,Lake Park,GA,31636,684,K-5,,D,69.10000000000000,1,0,18,8,4,69,41.700001,13,5,76,76.3,19.4,83.3,69.10000000000000,57.90000000000000,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,38.2,37.5,12,6.800000000000000,38.2,45.3,9.700000000000000,15.5,35.9,39.8,8.700000000000000,4.9,52.40000000000000,28.2,14.6,,,,,,,,,,,,,,,,,,,5,17.1,
6925050,692,Lowndes County,Lowndes High School,5050,H,(229)245-2260,1606 Norman Dr,Valdosta,GA,31601,2865,9-12,,B,83.5,1,0,24,9,3,62,21,11,2,,,,,,,,,,,,,,76.5,84.90000000000000,94.40000000000000,79.2,92,83.5,15.6,32.4,41.90000000000000,10.1,14.6,34.3,37,14.1,16.2,22.6,40.7,20.5,16.6,29.1,41.90000000000000,12.3,56.40000000000000,48.1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.5,
6931050,693,Lumpkin County,Lumpkin County Middle School,1050,M,(706)864-6180,44 School Drive,Dahlonega,GA,30533,877,6-8,,C,72,1,0,1,8,3,87,27.6,15,3,,,,,,,,64.60000000000000,70.60000000000000,77.3,81.60000000000000,72,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,34,36.1,7,20.1,37.8,31.9,10.3,34.2,32,24,9.800000000000000,15.9,37.6,31,15.5,,,4,10.5,
6932050,693,Lumpkin County,Lumpkin County Elementary School,2050,E,(706)864-3254,153 School Dr,Dahlonega,GA,30533,569,K-5,,B,80.7,0,1,2,9,2,86,27.200001,16,4,87,75.10000000000000,75,85.10000000000000,80.7,59.5,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,29.2,37,21,8.9,29.5,44.1,17.4,5.800000000000000,18.4,43.7,32,3.9,35,35.9,25.2,,,,,,,,,,,,,,,,,,,4,14.8,
6942060,694,Macon County,Macon County High School,2060,H,(478)472-8579,611 Vienna Rd,Montezuma,GA,31063,443,9-12,,F,52.3,1,0,85,7,2,5,44,10,2,,,,,,,,,,,,,,21.8,72.7,33.3,49.9,87.5,52.3,49.6,31,18.6,0.9,77.10000000000000,17.4,4.600000000000000,0.9,75.2,18.3,6.4,0,64.5,28,7.5,0,36.8,21.7,86.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8.4,
6951050,695,Madison County,Colbert Elementary School,1050,E,(706)788-2341,255 Colbert School Rd,Colbert,GA,30628,442,K-5,,B,85.40000000000000,0,0,12,21,8,59,41.599998,18,19,79,95.90000000000000,80,80.7,85.40000000000000,45.90000000000000,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,39,30.7,14.5,3.9,33.3,45.2,17.5,18.7,32,36,13.3,8,46.7,24,21.3,,,,,,,,,,,,,,,,,,,5,8.6,
6951052,695,Madison County,Madison County Middle School,1052,M,(706)783-2400,3215 Highway 172,Comer,GA,30629,1108,6-8,,B,81,2,0,7,11,4,75,33.700001,16,6,,,,,,,,74.8,86.5,80,81.40000000000000,81,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,32.5,35.7,8.700000000000000,10,31.1,40.2,18.7,18.9,20.6,43,17.5,16.2,35.7,35.4,12.8,,,4,10.4,
6952050,695,Madison County,Comer Elementary School,2050,E,(706)783-2797,565 Gholston St,Comer,GA,30629,391,K-5,,C,78.2,9,0,7,4,4,76,37.599998,12,11,78.2,81.10000000000000,63.9,83.60000000000000,78.2,64.5,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,36.7,32.7,17.1,7,33.2,47.7,12.1,19.6,28.6,32.1,19.6,12.7,45.5,25.5,16.4,,,,,,,,,,,,,,,,,,,5,16.1,
6954050,695,Madison County,Ila Elementary School,4050,E,(706)789-3445,150 Sewell Mill Rd,Ila,GA,30647,424,K-5,,C,74.2,1,0,4,5,5,84,34.900002,16,3,81.10000000000000,82.60000000000000,28.6,83.2,74.2,53.90000000000000,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,34.4,37.7,14.9,6.5,26.6,49.5,17.3,17.2,29.7,31.3,21.9,17.7,40.3,22.6,19.4,,,,,,,,,,,,,,,,,,,5,12.3,
6955050,695,Madison County,Madison County High School,5050,H,(706)795-2197,600 Madison St,Danielsville,GA,30633,1441,9-12,,C,76,2,0,9,10,3,75,25.6,16,3,,,,,,,,,,,,,,71.40000000000000,80.60000000000000,64.10000000000000,69.40000000000000,90.40000000000000,76,15.6,26.8,47.2,10.3,22.9,38.2,30,8.9,23.1,24.6,38.90000000000000,13.5,20,29.4,37.3,13.3,57.7,35.5,90.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9.800000000000000,
6974050,697,McDuffie County,Thomson Elementary School,4050,E,(706)986-4700,409 Guill St,Thomson,GA,30824,467,2-3,,F,46,0,0,66,3,3,27,66.599998,16,2,49.3,,5,71.7,46,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6,30.1,20.3,3,21.6,44.1,29.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,
6994050,699,Meriwether County,Manchester High School,4050,H,(706)846-8445,405 5th Ave North,Manchester,GA,31816,441,9-12,,C,72,1,0,60,1,3,36,33.599998,25,0,,,,,,,,,,,,,,47.6,94.7,72.5,60.6,86.7,72,37.3,33.7,28.9,0,39.6,44,12.1,4.4,23.8,9.5,57.1,9.5,41.1,37.9,18.9,2.1,43.7,28.5,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.2,
6995050,699,Meriwether County,Manchester Middle School,5050,M,(706)846-2846,231 W Perry St,Manchester,GA,31816,321,6-8,,D,66.5,1,0,55,3,3,38,37.400002,26,1,,,,,,,,49.6,75.40000000000000,62.5,79.40000000000000,66.5,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,34.2,31.3,3.3,30.2,42.3,24.5,3,40.40000000000000,34.2,21.9,3.5,35.1,46.5,17.5,0.9,,,4,13.4,
7041050,704,Morgan County,Morgan County High School,1050,H,(706)342-2336,1231 College Dr,Madison,GA,30650,954,9-12,,C,72.10000000000000,1,0,24,6,3,66,22.1,9,0,,,,,,,,,,,,,,63.2,74.40000000000000,47.9,83,90.7,72.10000000000000,14.9,29.2,42.6,13.4,23.8,42.7,26.8,6.7,25.5,30.4,32.8,11.3,19.6,33.2,36.2,11.1,69.7,74.40000000000000,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.7,
7043050,704,Morgan County,Morgan County Primary School,3050,E,(706)342-3475,993 East Ave,Madison,GA,30650,603,K-2,,C,71.8,0,0,24,7,4,65,34.799999,10,5,72.7,76.3,60,80,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,40.40000000000000,26.4,11.4,4.7,40.90000000000000,40.90000000000000,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8.300000000000000,
7045050,704,Morgan County,Morgan County Middle School,5050,M,(706)342-0556,920 Pearl St,Madison,GA,30650,720,6-8,,B,85.80000000000000,1,0,28,7,2,62,31,12,3,,,,,,,,73.7,90.2,100,85.7,85.8,75.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,29.9,41.3,11.8,14.7,39.1,31.7,14.5,26.5,24,36.8,12.7,12.3,30.4,41.2,16.2,,,5,13.9,
7051050,705,Murray County,Chatsworth Elementary School,1050,EM,(706)695-2434,500 Green Rd,Chatsworth,GA,30705,732,K-6,,D,65.5,1,0,1,35,0,63,33.900002,9,29,58.3,77.2,36.4,75.90000000000000,65.2,39.3,43.5,57.1,83.3,35,79.7,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,36.3,27.8,3.8,18,47,29.7,5.4,30.8,28.3,32.5,8.300000000000000,12.6,44.5,35.3,7.600000000000000,28.3,35.4,32.3,4,23.5,42.90000000000000,27.6,6.100000000000000,,,,,,,,,,,4,21.3,
7051052,705,Murray County,Spring Place Elementary School,1052,EM,(706)695-2525,2795 Leonard Bridge Rd,Chatsworth,GA,30705,629,K-6,,D,65.7,0,0,0,41,0,58,33.5,11,35,53.5,79.10000000000000,36.4,73.2,63.8,31.5,31.9,66,93.10000000000000,62.5,74.3,76.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,34.8,22.3,2.7,15.9,43.6,35.6,4.9,38.90000000000000,33.3,22.2,5.600000000000000,17.8,57.8,21.1,3.3,31.9,31.9,33,3.2,13.8,30.9,40.40000000000000,14.9,,,,,,,,,,,4,16.9,
7054050,705,Murray County,Gladden Middle School,4050,M,(706)695-7448,700 Old Dalton Ellijay Rd,Chatsworth,GA,30705,588,7-8,,C,73.90000000000000,0,1,0,25,1,73,28.4,13,14,,,,,,,,64.40000000000000,85.10000000000000,66.7,74,73.90000000000000,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,36.7,29.6,3.3,18.5,36.2,33.3,12,18.4,25.9,38,17.6,17.3,36.9,32.5,13.3,,,5,15.5,
7055050,705,Murray County,Northwest Elementary School,5050,EM,(706)695-2262,110 McEntire Cir,Chatsworth,GA,30705,541,K-6,,C,76.7,1,0,1,18,1,80,38.799999,13,13,65.60000000000000,97.90000000000000,61.1,75.5,78.2,38,45.7,57.8,59.8,100,78.5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,40.8,28.9,3.5,8.4,35.2,50.2,6.2,13.4,44.8,32.8,9,11.9,64.2,13.4,10.4,25.3,31.3,36.1,7.2,25.3,44.6,28.9,1.2,,,,,,,,,,,4,15.6,
7061058,706,Muscogee County,Dimon Elementary School,1058,E,(706)683-8772,480 Dogwood Dr,Columbus,GA,31907,496,K-5,,D,67,1,0,86,5,7,1,54,5,1,52.9,73.3,64.3,79,67,46.7,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,34,29.6,3.6,26,41.2,27.6,5.2,31.3,34.3,25.4,9,37.3,46.3,9,7.5,,,,,,,,,,,,,,,,,,,4,19.6,
7061062,706,Muscogee County,Georgetown Elementary School,1062,E,(706)565-2980,954 High Ln,Columbus,GA,31907,513,K-5,,F,56.6,0,0,89,3,5,2,65.5,12,0,34.9,67.2,62.5,66.3,56.6,20,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,33.2,15.6,0.4,43.6,46.8,9.600000000000000,0,44,33.3,18.7,4,33.3,54.7,9.300000000000000,2.7,,,,,,,,,,,,,,,,,,,3,30.9,
7061064,706,Muscogee County,Kendrick High School,1064,H,(706)565-2960,6015 Georgetown Dr,Columbus,GA,31907,898,9-12,,F,56.3,0,0,91,3,4,3,47.599998,21,0,,,,,,,,,,,,,,28.4,80.2,33.3,47.7,87.90000000000000,56.3,39.90000000000000,40.40000000000000,18.8,0.9,65.7,29.2,4.7,0.4,76.2,15.5,8.300000000000000,0,49.5,32.1,17.9,0.5,22.6,14,87.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33.1,
7061066,706,Muscogee County,Reese Road Leadership Academy,1066,E,(706)569-3684,3100 Reese Rd,Columbus,GA,31907,499,K-5,,D,61.3,3,1,57,12,6,21,34.099998,16,11,53.6,75.7,25,74.90000000000000,61.3,42.3,57.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,35.7,29,3.9,25.2,45.3,26.4,3.1,31.3,27.7,31.3,9.600000000000000,22.9,59,14.5,3.6,,,,,,,,,,,,,,,,,,,3,28.3,
7062050,706,Muscogee County,Arnold Middle School,2050,M,(706)748-2436,2011 51st St,Columbus,GA,31904,607,6-8,,F,55,3,0,47,16,6,27,38.599998,17,9,,,,,,,,49.9,63.9,15,77.10000000000000,55,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,32.2,28.6,4.2,33,34.6,26.4,6,55.3,14.6,25.1,5,39.7,31.2,22.6,6.5,,,4,25.1,
7062052,706,Muscogee County,Blanchard Elementary School,2052,E,(706)748-2461,3512 Weems Rd,Columbus,GA,31909,548,K-5,,C,73.90000000000000,5,0,24,10,6,55,22.799999,15,5,63.9,74.5,80,83.3,73.90000000000000,56.8,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,37.8,37.8,6.4,17.2,52,26.8,4,12.3,47.90000000000000,34.2,5.5,9.5,52.7,27,10.8,,,,,,,,,,,,,,,,,,,5,17.6,
7062054,706,Muscogee County,Clubview Elementary School,2054,E,(706)565-3017,2836 Edgewood Rd,Columbus,GA,31906,501,K-5,,B,83.30000000000000,3,0,30,6,5,56,19,11,0,75.60000000000000,96.40000000000000,62.5,87.3,83.3,63,65.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300000000000000,34.1,40.2,16.3,11.8,39.40000000000000,37.8,11,21.2,37.6,27.1,14.1,11.8,47.1,29.4,11.8,,,,,,,,,,,,,,,,,,,4,11,
7062058,706,Muscogee County,Double Churches Elementary School,2058,E,(706)748-2660,1213 Double Churches Rd,Columbus,GA,31904,409,K-5,,B,86.10000000000000,4,0,25,6,8,57,19.1,11,1,69.60000000000000,94.3,100,86.3,86.10000000000000,56,75.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,42.6,36.4,10,11,49.3,34,5.7,15.4,37.2,37.2,10.3,7.7,61.5,23.1,7.7,,,,,,,,,,,,,,,,,,,5,23.7,
7062062,706,Muscogee County,Hardaway High School,2062,H,(706)748-2766,2901 College Dr,Columbus,GA,31906,1273,9-12,,D,69.90000000000000,1,0,65,6,5,22,32.200001,12,0,,,,,,,,,,,,,,51.6,82.90000000000000,62.5,64.40000000000000,91.10000000000000,69.90000000000000,29.7,39.90000000000000,28,2.3,42.2,38.5,17.8,1.5,38.1,19.7,33.1,9.200000000000000,32.8,33.1,31.5,2.6,47.7,33.6,91.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.8,
7062064,706,Muscogee County,Key Elementary School,2064,E,(706)683-8797,2520 Broadmoor Dr,Columbus,GA,31903,373,K-5,,D,63.40000000000000,1,0,68,14,7,9,62.700001,18,10,40,82.60000000000000,52.5,73.3,63.4,41.3,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,38.8,16.9,1.1,27.9,55.7,15.8,0.5,42.5,35.6,21.9,0,43.8,46.6,9.600000000000000,0,,,,,,,,,,,,,,,,,,,4,30.5,
7062066,706,Muscogee County,Richards Middle School,2066,M,(706)569-3697,2892 Edgewood Rd,Columbus,GA,31906,698,6-8,,C,79.2,4,1,54,7,4,30,39.700001,12,1,,,,,,,,65.40000000000000,83.90000000000000,92.3,81.60000000000000,79.2,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,30.1,31.8,11.6,24.5,30.5,27.5,17.5,29.4,30.4,30.9,9.300000000000000,26,33.3,27.9,12.7,,,4,20.4,
7062067,706,Muscogee County,Rothschild Leadership Academy School,2067,M,(706)569-3709,1136 Hunt Ave,Columbus,GA,31907,529,6-8,,F,44.3,1,0,88,3,5,3,64.099998,24,1,,,,,,,,24.3,59.3,17.5,68,44.3,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,32.5,9.5,0.4,58.90000000000000,34.9,6.2,0,77.7,19.1,3.2,0,49.40000000000000,38.6,11.4,0.6000000000000000,,,2,37,
7063060,706,Muscogee County,Forrest Road Elementary School,3060,E,(706)565-3062,6400 Forrest Road,Columbus,GA,31907,313,K-5,,D,69.3,0,0,92,2,3,2,59.099998,12,0,43.1,92.90000000000000,57.1,76.60000000000000,69.3,42.6,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,49.7,21.7,2.1,28,56.6,14,1.4,47.90000000000000,39.6,10.4,2.1,45.8,50,4.2,0,,,,,,,,,,,,,,,,,,,4,20.8,
7063066,706,Muscogee County,Rigdon Road Elementary School,3066,E,(706)565-2989,1320 Rigdon Rd,Columbus,GA,31906,470,K-5,,C,70.7,0,0,93,3,2,2,66.800003,11,0,37.4,86.90000000000000,100,70.2,70.7,26.1,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,40.40000000000000,13.9,1.4,37.2,46.90000000000000,15.5,0.5,35.5,35.5,29,0,59.7,30.6,9.700000000000000,0,,,,,,,,,,,,,,,,,,,3,38.5,
7063068,706,Muscogee County,St. Mary's Magnet Academy,3068,E,(706)683-8841,4408 Saint Marys Rd,Columbus,GA,31907,355,K-5,,C,73.40000000000000,1,0,92,2,2,3,62.5,12,0,45.7,83.7,100,77,73.40000000000000,35.5,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,33.3,26.9,4.800000000000000,33.9,48.90000000000000,16.7,0.5,45.2,30.1,21.9,2.7,31.5,47.90000000000000,16.4,4.100000000000000,,,,,,,,,,,,,,,,,,,1,23.7,
7063069,706,Muscogee County,Waddell Elementary School,3069,E,(706)569-3722,6101 Miller Rd,Columbus,GA,31907,462,K-5,,D,69.60000000000000,1,0,72,7,6,14,54.099998,14,1,54.9,86,56.3,72.7,69.60000000000000,36.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,46.1,27.6,2.8,22.8,51.6,22.3,3.3,33.7,29.2,33.7,3.4,14.6,56.2,19.1,10.1,,,,,,,,,,,,,,,,,,,3,31.5,
7064056,706,Muscogee County,Davis Elementary School,4056,E,(706)748-2638,1822 Shepherd Dr,Columbus,GA,31909,315,K-5,,F,51.5,0,0,95,1,3,1,82.5,16,0,33.3,68.2,28.6,66.90000000000000,51.5,18,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,33.6,14.8,0,36.9,45.1,17.2,0.8,73,18.9,8.1,0,51.40000000000000,35.1,13.5,0,,,,,,,,,,,,,,,,,,,1,38.7,
7064058,706,Muscogee County,Lonnie Jackson Academy,4058,E,(706)565-3039,4601 Buena Vista Rd,Columbus,GA,31907,362,K-5,,D,69.10000000000000,0,0,86,6,2,6,67.099998,13,1,32.7,86.2,100,70.40000000000000,69.10000000000000,16.4,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47.90000000000000,8.5,0.6000000000000000,43,40.6,16.4,0,53.3,40,6.7,0,56.7,36.7,6.7,0,,,,,,,,,,,,,,,,,,,3,36.3,
7064062,706,Muscogee County,Johnson Elementary School,4062,E,(706)748-2795,3700 Woodlawn Dr,Columbus,GA,31904,404,K-5,,D,67.10000000000000,0,0,46,5,8,40,62.599998,28,1,56.3,92.3,27.5,68.7,67.10000000000000,43.40000000000000,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,39.2,28.7,4.100000000000000,15.2,50.3,28.7,5.800000000000000,37.3,32.8,26.9,3,17.9,64.2,14.9,3,,,,,,,,,,,,,,,,,,,4,25.6,
7064064,706,Muscogee County,Mathews Elementary School,4064,E,(706)569-3656,7533 Lynch Rd,Midland,GA,31820,630,K-5,,B,86.10000000000000,2,0,30,8,8,53,11.7,14,0,85.60000000000000,82,91.7,90,86.10000000000000,74,75.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.100000000000000,31.1,44,18.8,8.4,34,40.5,17.2,11,20.2,46.8,22,8.300000000000000,40.40000000000000,30.3,21.1,,,,,,,,,,,,,,,,,,,5,9.5,
